Lastupdated,Status_Timestamp,Zone_Number,Status_Description,KerbsideID,Location
2025-08-08T19:05:39+10:00,2024-11-03T22:31:03+11:00,7250,Unoccupied,25089,"-37.813394059847525, 144.98292636162552"
2025-08-08T19:05:39+10:00,2024-11-03T17:34:01+11:00,7250,Unoccupied,25082,"-37.81458134662349, 144.98272325584662"
2025-08-08T19:05:39+10:00,2024-11-03T21:53:53+11:00,7250,Unoccupied,25080,"-37.81447715309443, 144.98274110780673"
2025-08-08T19:05:39+10:00,2024-11-03T21:28:40+11:00,7250,Unoccupied,25076,"-37.814270108503734, 144.98277664685122"
2025-08-08T19:05:39+10:00,2024-11-03T18:21:50+11:00,7250,Unoccupied,25074,"-37.81416745867731, 144.98279432338995"
2025-08-08T19:05:39+10:00,2024-11-03T19:10:39+11:00,7250,Unoccupied,25063,"-37.81509710741602, 144.9826348354086"
2025-08-08T19:05:39+10:00,2025-08-08T18:37:10+10:00,7362,Unoccupied,62326,"-37.8180617830255, 144.95738607145614"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:07+10:00,7362,Unoccupied,62325,"-37.81804341460115, 144.95745016149868"
2025-08-08T19:05:39+10:00,2025-08-08T18:02:30+10:00,7333,Unoccupied,63066,"-37.81561155412429, 144.96240712629918"
2025-08-08T19:05:39+10:00,2025-08-08T17:28:59+10:00,7264,Unoccupied,10972,"-37.81399372704034, 144.9777442225083"
2025-08-08T19:05:39+10:00,2025-08-08T12:58:02+10:00,7301,Unoccupied,17244,"-37.816093877872106, 144.9758571729573"
2025-08-08T19:05:39+10:00,2025-08-01T08:48:13+10:00,7301,Unoccupied,17202,"-37.816006232236916, 144.97521140001442"
2025-08-08T19:05:39+10:00,2025-07-16T10:58:30+10:00,7301,Unoccupied,17205,"-37.816010859221436, 144.9752452716608"
2025-08-08T19:05:39+10:00,2025-08-08T18:25:19+10:00,7548,Unoccupied,65848,"-37.80869320242594, 144.97080221895555"
2025-08-08T19:05:39+10:00,2025-08-08T18:49:11+10:00,7401,Unoccupied,50848,"-37.814730044095555, 144.9717067058268"
2025-08-08T19:05:39+10:00,2025-08-08T19:02:32+10:00,7514,Unoccupied,64567,"-37.813003245466476, 144.9636755237502"
2025-08-08T19:05:39+10:00,2025-08-08T18:48:39+10:00,7514,Unoccupied,64568,"-37.81302476027379, 144.96360245218452"
2025-08-08T19:05:39+10:00,2024-04-05T12:25:45+11:00,,Unoccupied,61018,"-37.815997166958276, 144.9686962055173"
2025-08-08T19:05:39+10:00,2024-04-02T14:03:39+11:00,,Unoccupied,61021,"-37.816056636061404, 144.96849144535554"
2025-08-08T19:05:39+10:00,2025-08-08T17:43:09+10:00,7345,Unoccupied,63627,"-37.813191196905024, 144.9666045618266"
2025-08-08T19:05:39+10:00,2025-08-08T18:59:42+10:00,7362,Unoccupied,62340,"-37.81789028655849, 144.95855355638022"
2025-08-08T19:05:39+10:00,2023-10-10T09:08:05+11:00,,Unoccupied,20749,"-37.81951519436584, 144.95686302358183"
2025-08-08T19:05:39+10:00,2023-11-01T17:52:53+11:00,,Unoccupied,5734,"-37.81067068109415, 144.96776781186512"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:42+10:00,7554,Unoccupied,65477,"-37.81239344572087, 144.96154071854704"
2025-08-08T19:05:39+10:00,2025-08-08T19:03:45+10:00,7554,Unoccupied,65478,"-37.812412062212346, 144.96147680005419"
2025-08-08T19:05:39+10:00,2025-08-06T15:27:15+10:00,7188,Unoccupied,17710,"-37.820229451968544, 144.93960268554343"
2025-08-08T19:05:39+10:00,2025-08-08T12:50:03+10:00,7188,Unoccupied,17706,"-37.82029196644229, 144.93986386099408"
2025-08-08T19:05:39+10:00,2025-08-07T14:51:43+10:00,7188,Unoccupied,17708,"-37.82026077006425, 144.9397333648914"
2025-08-08T19:05:39+10:00,2024-06-20T21:34:41+10:00,7423,Unoccupied,60847,"-37.81485580794158, 144.97256378506663"
2025-08-08T19:05:39+10:00,2025-08-08T17:08:43+10:00,7423,Unoccupied,60846,"-37.81483554958113, 144.97263301776957"
2025-08-08T19:05:39+10:00,2025-08-08T14:45:03+10:00,,Unoccupied,60243,"-37.817200836591596, 144.9686768090831"
2025-08-08T19:05:39+10:00,2025-08-08T18:53:14+10:00,7674,Unoccupied,51821,"-37.81390925934811, 144.96873118901527"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:52+10:00,7579,Unoccupied,63431,"-37.81167125338419, 144.97224789018458"
2025-08-08T19:05:39+10:00,2025-04-17T11:13:52+10:00,7190,Unoccupied,62052,"-37.815892260608635, 144.9654515548818"
2025-08-08T19:05:39+10:00,2025-05-20T22:51:24+10:00,7560,Unoccupied,65952,"-37.80926170698248, 144.9688034187825"
2025-08-08T19:05:39+10:00,2025-08-08T17:55:39+10:00,7563,Unoccupied,65813,"-37.80851440757591, 144.97124667952795"
2025-08-08T19:05:39+10:00,2025-08-08T19:03:54+10:00,7368,Unoccupied,57739,"-37.820440265054934, 144.95578692174678"
2025-08-08T19:05:39+10:00,2025-08-08T16:40:03+10:00,7406,Unoccupied,51448,"-37.80841097471796, 144.96888485738836"
2025-08-08T19:05:39+10:00,2025-08-08T18:52:27+10:00,7547,Unoccupied,66426,"-37.81320227021031, 144.95515486316555"
2025-08-08T19:05:39+10:00,2025-08-08T18:35:32+10:00,7344,Unoccupied,62212,"-37.817050192305175, 144.96090485850814"
2025-08-08T19:05:39+10:00,2025-08-08T19:00:19+10:00,7355,Unoccupied,62214,"-37.817087778613875, 144.96077414221855"
2025-08-08T19:05:39+10:00,2025-08-08T18:53:07+10:00,7344,Unoccupied,62234,"-37.817100731724274, 144.9612940688877"
2025-08-08T19:05:39+10:00,2025-08-08T18:36:31+10:00,7643,Unoccupied,57922,"-37.81971276918418, 144.9545781189122"
2025-08-08T19:05:39+10:00,2025-08-08T19:02:38+10:00,7643,Unoccupied,57921,"-37.81975890500819, 144.9545992340826"
2025-08-08T19:05:39+10:00,2025-08-08T17:15:27+10:00,7603,Unoccupied,65326,"-37.81196893799029, 144.96300295918434"
2025-08-08T19:05:39+10:00,2025-08-08T19:02:44+10:00,,Unoccupied,65311,"-37.81156591098831, 144.96438764053093"
2025-08-08T19:05:39+10:00,2025-08-08T19:02:07+10:00,7772,Unoccupied,65228,"-37.811225053881486, 144.9655525737132"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:27+10:00,7763,Unoccupied,65018,"-37.80961688661516, 144.97102613808946"
2025-08-08T19:05:39+10:00,2025-08-08T18:31:25+10:00,7572,Unoccupied,65097,"-37.8100463496191, 144.97023714961938"
2025-08-08T19:05:39+10:00,2025-08-08T18:54:17+10:00,7623,Unoccupied,54063,"-37.81739977191179, 144.9616806797212"
2025-08-08T19:05:39+10:00,2025-08-08T17:46:08+10:00,7612,Unoccupied,54415,"-37.81360543140286, 144.96018465655163"
2025-08-08T19:05:39+10:00,2025-08-08T18:08:39+10:00,,Unoccupied,54246,"-37.81575290778576, 144.96092019720967"
2025-08-08T19:05:39+10:00,2025-08-08T18:45:54+10:00,7362,Unoccupied,62343,"-37.817944913409136, 144.9583615479179"
2025-08-08T19:05:39+10:00,2024-07-09T10:33:17+10:00,7697,Unoccupied,53916,"-37.81828183759697, 144.96233178064836"
2025-08-08T19:05:39+10:00,2025-08-08T18:52:26+10:00,7365,Unoccupied,62349,"-37.81820345794348, 144.9574635295486"
2025-08-08T19:05:39+10:00,2025-08-08T18:48:51+10:00,7690,Unoccupied,54319,"-37.81425695347065, 144.96048296946535"
2025-08-08T19:05:39+10:00,2025-08-08T18:04:56+10:00,,Unoccupied,54062,"-37.81747138402189, 144.9617132756285"
2025-08-08T19:05:39+10:00,2024-10-21T12:57:44+11:00,7770,Unoccupied,65359,"-37.812079903526126, 144.96329725545985"
2025-08-08T19:05:39+10:00,2024-10-21T13:19:46+11:00,7770,Unoccupied,65360,"-37.81209852205119, 144.9632332900065"
2025-08-08T19:05:39+10:00,2025-08-08T18:50:11+10:00,7649,Unoccupied,50667,"-37.808886411089446, 144.97177809276388"
2025-08-08T19:05:39+10:00,2025-08-08T16:34:03+10:00,7649,Unoccupied,50645,"-37.80854402111967, 144.97174607257597"
2025-08-08T19:05:39+10:00,2025-08-08T18:58:51+10:00,7556,Unoccupied,65168,"-37.81065243137996, 144.96782988802386"
2025-08-08T19:05:39+10:00,2025-06-02T16:37:51+10:00,7768,Unoccupied,65522,"-37.81333638334371, 144.95830036989398"
2025-08-08T19:05:39+10:00,2025-06-02T15:42:53+10:00,7768,Unoccupied,65514,"-37.81310895819109, 144.9590802847536"
2025-08-08T19:05:39+10:00,2025-06-02T17:22:05+10:00,7768,Unoccupied,65513,"-37.81308979699219, 144.95914599008512"
2025-08-08T19:05:39+10:00,2025-06-02T19:02:47+10:00,7767,Unoccupied,65510,"-37.81302718644266, 144.95936110148733"
2025-08-08T19:05:39+10:00,2025-06-02T17:30:54+10:00,7566,Unoccupied,65570,"-37.813517379359894, 144.95802880213256"
2025-08-08T19:05:39+10:00,2025-06-02T17:43:16+10:00,7566,Unoccupied,65569,"-37.81350864172105, 144.95805871741527"
2025-08-08T19:05:39+10:00,2025-06-02T16:07:47+10:00,7566,Unoccupied,65566,"-37.81348273202524, 144.95814742513443"
2025-08-08T19:05:39+10:00,2025-06-02T17:57:55+10:00,7566,Unoccupied,65564,"-37.81346533795393, 144.95820697965536"
2025-08-08T19:05:39+10:00,2025-06-02T16:31:54+10:00,7566,Unoccupied,65562,"-37.813447522749726, 144.9582679741734"
2025-08-08T19:05:39+10:00,2025-06-02T16:52:00+10:00,7566,Unoccupied,65558,"-37.81341256173804, 144.95838767338887"
2025-08-08T19:05:39+10:00,2025-06-02T18:28:06+10:00,7566,Unoccupied,65553,"-37.81334840559413, 144.95860802442525"
2025-08-08T19:05:39+10:00,2025-06-02T16:55:34+10:00,7566,Unoccupied,65550,"-37.813320247143366, 144.9587044311516"
2025-08-08T19:05:39+10:00,2025-06-02T18:47:42+10:00,7566,Unoccupied,65548,"-37.81330288381933, 144.95876387835244"
2025-08-08T19:05:39+10:00,2024-12-23T14:50:47+11:00,7552,Unoccupied,66459,"-37.81337774058336, 144.9547207103931"
2025-08-08T19:05:39+10:00,2025-08-08T15:32:37+10:00,7552,Unoccupied,66458,"-37.81335985566005, 144.95478192988605"
2025-08-08T19:05:39+10:00,2025-08-08T18:54:54+10:00,7547,Unoccupied,66432,"-37.813343494316825, 144.95465973198603"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:21+10:00,7948,Unoccupied,67435,"-37.81265649519399, 144.95349866861588"
2025-08-08T19:05:39+10:00,2025-08-08T18:47:43+10:00,7612,Unoccupied,54416,"-37.81354274368513, 144.96015603675647"
2025-08-08T19:05:39+10:00,2025-08-08T18:17:14+10:00,7438,Unoccupied,60733,"-37.820641488195506, 144.9569432240824"
2025-08-08T19:05:39+10:00,2025-08-08T19:02:59+10:00,7557,Unoccupied,65213,"-37.81092948294076, 144.96655417860907"
2025-08-08T19:05:39+10:00,2025-08-08T18:46:59+10:00,7561,Unoccupied,65835,"-37.80893402031106, 144.96980158069755"
2025-08-08T19:05:39+10:00,2025-08-08T18:46:40+10:00,7563,Unoccupied,65837,"-37.80897111670238, 144.96967358921987"
2025-08-08T19:05:39+10:00,2025-08-08T18:46:56+10:00,7548,Unoccupied,65851,"-37.8087471415161, 144.97061560119926"
2025-08-08T19:05:39+10:00,2025-08-08T17:57:13+10:00,7548,Unoccupied,65852,"-37.808765652381865, 144.9705516877205"
2025-08-08T19:05:39+10:00,2025-08-08T17:21:34+10:00,7548,Unoccupied,65853,"-37.80878448812302, 144.97048656633723"
2025-08-08T19:05:39+10:00,2025-08-08T16:52:38+10:00,7561,Unoccupied,65823,"-37.808688713900466, 144.97064683077053"
2025-08-08T19:05:39+10:00,2025-08-08T18:41:46+10:00,,Unoccupied,65022,"-37.809698394571, 144.97074942112323"
2025-08-08T19:05:39+10:00,2025-08-08T19:02:08+10:00,7572,Unoccupied,65098,"-37.81006651045614, 144.97016789080607"
2025-08-08T19:05:39+10:00,2025-08-08T18:50:46+10:00,7762,Unoccupied,65093,"-37.80994954406519, 144.97056706681252"
2025-08-08T19:05:39+10:00,2024-12-23T22:55:31+11:00,7344,Unoccupied,62246,"-37.817334516747486, 144.96048215380262"
2025-08-08T19:05:39+10:00,2025-08-08T19:03:10+10:00,7366,Unoccupied,61710,"-37.81358460771658, 144.97276665909857"
2025-08-08T19:05:39+10:00,2025-08-08T18:56:44+10:00,7359,Unoccupied,61922,"-37.81504586009345, 144.96779000312512"
2025-08-08T19:05:39+10:00,2025-08-08T17:10:14+10:00,7359,Unoccupied,61943,"-37.814987607190886, 144.9685434667755"
2025-08-08T19:05:39+10:00,2025-08-08T17:17:53+10:00,7354,Unoccupied,62416,"-37.81853717941904, 144.95573016418047"
2025-08-08T19:05:39+10:00,2025-08-08T19:00:04+10:00,7340,Unoccupied,64041,"-37.81602703957237, 144.95727462615082"
2025-08-08T19:05:39+10:00,2025-04-15T22:18:39+10:00,7648,Unoccupied,50015,"-37.81469213907302, 144.97470510774372"
2025-08-08T19:05:39+10:00,2025-08-08T17:56:21+10:00,7389,Unoccupied,53214,"-37.81269869482525, 144.96255296030284"
2025-08-08T19:05:39+10:00,2025-08-08T15:59:56+10:00,7474,Unoccupied,56715,"-37.818854986469205, 144.956985175657"
2025-08-08T19:05:39+10:00,2025-08-08T15:42:04+10:00,7474,Unoccupied,56722,"-37.8192216250759, 144.95690531385517"
2025-08-08T19:05:39+10:00,2025-08-08T14:55:53+10:00,7485,Unoccupied,56912,"-37.81697789237569, 144.95612358725003"
2025-08-08T19:05:39+10:00,2024-06-27T15:40:55+10:00,7485,Unoccupied,56927,"-37.81684693601877, 144.95581472950056"
2025-08-08T19:05:39+10:00,2025-08-08T17:44:10+10:00,7479,Unoccupied,56618,"-37.81954857202497, 144.95730605648407"
2025-08-08T19:05:39+10:00,2025-08-08T18:05:36+10:00,7576,Unoccupied,57319,"-37.8127273292411, 144.95416523391526"
2025-08-08T19:05:39+10:00,2025-08-08T15:46:04+10:00,7624,Unoccupied,57317,"-37.8128316126089, 144.95421383234896"
2025-08-08T19:05:39+10:00,2025-08-08T18:23:27+10:00,7624,Unoccupied,57311,"-37.813135120137346, 144.9543550292893"
2025-08-08T19:05:39+10:00,2025-08-08T18:07:45+10:00,7576,Unoccupied,57329,"-37.81285802612559, 144.95397486293464"
2025-08-08T19:05:39+10:00,2025-08-08T19:00:16+10:00,7621,Unoccupied,57228,"-37.81384932123389, 144.95443349398442"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:19+10:00,7621,Unoccupied,57215,"-37.813811150462705, 144.95466936048354"
2025-08-08T19:05:39+10:00,2025-08-08T18:07:14+10:00,7621,Unoccupied,57218,"-37.81365927015733, 144.95459882213538"
2025-08-08T19:05:39+10:00,2025-08-08T18:53:58+10:00,7621,Unoccupied,57220,"-37.81355986032554, 144.95455297802664"
2025-08-08T19:05:39+10:00,2025-08-08T17:31:15+10:00,7418,Unoccupied,61626,"-37.81982702192029, 144.95541099028247"
2025-08-08T19:05:39+10:00,2024-04-05T01:34:05+11:00,7537,Unoccupied,63353,"-37.81784719018296, 144.9546668200337"
2025-08-08T19:05:39+10:00,2024-04-05T02:45:27+11:00,7506,Unoccupied,63359,"-37.81796339879945, 144.9542623065159"
2025-08-08T19:05:39+10:00,2025-08-08T14:18:22+10:00,,Unoccupied,63361,"-37.81800020752271, 144.9541341621802"
2025-08-08T19:05:39+10:00,2024-03-31T11:45:41+11:00,7938,Unoccupied,23820,"-37.81159624830087, 144.95253676839363"
2025-08-08T19:05:39+10:00,2024-01-12T08:16:57+11:00,7938,Unoccupied,23818,"-37.811560711178714, 144.95266258350728"
2025-08-08T19:05:39+10:00,2025-08-08T12:16:09+10:00,7725,Unoccupied,9607,"-37.80366437740204, 144.94942015108126"
2025-08-08T19:05:39+10:00,2024-06-27T18:44:27+10:00,7753,Unoccupied,9632,"-37.80509422812224, 144.94877284569418"
2025-08-08T19:05:39+10:00,2024-06-27T16:29:59+10:00,7753,Unoccupied,9633,"-37.80509110335517, 144.94874473264417"
2025-08-08T19:05:39+10:00,2024-06-27T16:19:58+10:00,7753,Unoccupied,9640,"-37.80505653600164, 144.94843582479643"
2025-08-08T19:05:39+10:00,2025-08-08T17:31:42+10:00,7939,Unoccupied,57645,"-37.8098906355965, 144.9525865367229"
2025-08-08T19:05:39+10:00,2025-06-01T13:37:41+10:00,7752,Unoccupied,10667,"-37.80584440231725, 144.9548204612559"
2025-08-08T19:05:39+10:00,2025-08-08T15:41:23+10:00,7981,Unoccupied,10887,"-37.805435429603435, 144.9504805769861"
2025-08-08T19:05:39+10:00,2025-08-08T15:01:12+10:00,7981,Unoccupied,10895,"-37.80552313143593, 144.95038185059332"
2025-08-08T19:05:39+10:00,2025-08-07T20:28:25+10:00,7981,Unoccupied,10899,"-37.80553509684604, 144.95049080761544"
2025-08-08T19:05:39+10:00,2025-08-08T19:01:05+10:00,7532,Unoccupied,63242,"-37.81700299746663, 144.9575395867738"
2025-08-08T19:05:39+10:00,2025-08-08T18:52:32+10:00,7532,Unoccupied,63239,"-37.81694890635765, 144.95772898544482"
2025-08-08T19:05:39+10:00,2025-08-08T18:53:33+10:00,7532,Unoccupied,63214,"-37.816759786443036, 144.95806288472357"
2025-08-08T19:05:39+10:00,2025-08-08T06:10:24+10:00,7708,Unoccupied,11928,"-37.80154154459622, 144.9546037255035"
2025-08-08T19:05:39+10:00,2025-08-08T17:34:21+10:00,7708,Unoccupied,11934,"-37.801086268872844, 144.95517890707015"
2025-08-08T19:05:39+10:00,2025-08-08T15:23:23+10:00,7720,Unoccupied,12115,"-37.79863531246361, 144.9520677546155"
2025-08-08T19:05:39+10:00,2025-08-08T15:54:10+10:00,7720,Unoccupied,12117,"-37.79868869830504, 144.9520004390641"
2025-08-08T19:05:39+10:00,2025-08-08T18:58:28+10:00,7720,Unoccupied,12124,"-37.79882953834887, 144.9518203599381"
2025-08-08T19:05:39+10:00,2025-08-08T15:47:25+10:00,7757,Unoccupied,12283,"-37.79967282681985, 144.9527143309441"
2025-08-08T19:05:39+10:00,2025-08-08T15:05:03+10:00,7757,Unoccupied,12284,"-37.79963621066403, 144.9527609397844"
2025-08-08T19:05:39+10:00,2025-08-08T17:00:57+10:00,7541,Unoccupied,65864,"-37.80899418833464, 144.96976550716437"
2025-08-08T19:05:39+10:00,2024-02-02T16:06:41+11:00,,Unoccupied,14761,"-37.8112366283664, 144.9506677702405"
2025-08-08T19:05:39+10:00,2025-08-08T14:55:54+10:00,7436,Unoccupied,60139,"-37.81639652425794, 144.97139789783475"
2025-08-08T19:05:39+10:00,2025-08-08T18:57:54+10:00,,Unoccupied,60428,"-37.8186172877065, 144.96312847381205"
2025-08-08T19:05:39+10:00,2023-10-11T11:29:34+11:00,,Unoccupied,14909,"-37.81995510493043, 144.9549539854762"
2025-08-08T19:05:39+10:00,2025-08-08T15:29:32+10:00,7630,Unoccupied,51618,"-37.81595891567474, 144.96967488875265"
2025-08-08T19:05:39+10:00,2025-08-08T19:03:54+10:00,7363,Unoccupied,61848,"-37.81472462019704, 144.96945071458146"
2025-08-08T19:05:39+10:00,2023-08-14T08:48:24+10:00,7025,Unoccupied,22893,"-37.80504657895022, 144.96155226512576"
2025-08-08T19:05:39+10:00,2023-04-04T23:32:01+10:00,7025,Unoccupied,22879,"-37.804687036086804, 144.96173229281166"
2025-08-08T19:05:39+10:00,2023-04-04T23:30:12+10:00,7025,Unoccupied,22880,"-37.8046623351441, 144.96173669002383"
2025-08-08T19:05:39+10:00,2024-12-17T10:50:31+11:00,7502,Unoccupied,66956,"-37.80911520221784, 144.9657084094328"
2025-08-08T19:05:39+10:00,2025-06-02T19:18:55+10:00,7566,Unoccupied,65545,"-37.81327695104594, 144.95885266405645"
2025-08-08T19:05:39+10:00,2025-08-08T17:55:52+10:00,7563,Unoccupied,65812,"-37.8084970772687, 144.97130697908918"
2025-08-08T19:05:39+10:00,2025-08-08T17:00:46+10:00,,Unoccupied,65846,"-37.80865536322108, 144.9709331569701"
2025-08-08T19:05:39+10:00,2025-08-08T17:00:03+10:00,7406,Unoccupied,51449,"-37.808384291985476, 144.96887260062516"
2025-08-08T19:05:39+10:00,2023-11-27T10:27:29+11:00,,Unoccupied,16778,"-37.81393596620553, 144.95750244564618"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:38+10:00,7910,Unoccupied,22429,"-37.8450884323001, 144.9812097756882"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:09+10:00,7910,Unoccupied,21544,"-37.84509792913018, 144.9798633071556"
2025-08-08T19:05:39+10:00,2025-08-08T17:14:43+10:00,7586,Unoccupied,21746,"-37.84806759441919, 144.9830194271252"
2025-08-08T19:05:39+10:00,2025-08-08T17:36:33+10:00,7586,Unoccupied,21749,"-37.848114094840405, 144.98339960766566"
2025-08-08T19:05:39+10:00,2025-08-08T17:02:24+10:00,7584,Unoccupied,21686,"-37.84822192242257, 144.98337424569297"
2025-08-08T19:05:39+10:00,2025-06-02T16:55:40+10:00,7566,Unoccupied,65573,"-37.81354328723129, 144.95794009834714"
2025-08-08T19:05:39+10:00,2025-08-08T18:57:23+10:00,7592,Unoccupied,53931,"-37.81833392755065, 144.9622309130329"
2025-08-08T19:05:39+10:00,2025-08-08T17:30:46+10:00,7348,Unoccupied,21516,"-37.834810008289466, 144.9757558556579"
2025-08-08T19:05:39+10:00,2025-08-08T17:56:01+10:00,7348,Unoccupied,21524,"-37.835008253200314, 144.9772741358588"
2025-08-08T19:05:39+10:00,2025-08-08T17:02:34+10:00,7348,Unoccupied,21525,"-37.835017137731064, 144.977342242958"
2025-08-08T19:05:39+10:00,2025-08-08T17:50:24+10:00,7348,Unoccupied,21526,"-37.83502608038235, 144.9774106116063"
2025-08-08T19:05:39+10:00,2025-08-08T18:44:45+10:00,7348,Unoccupied,21528,"-37.83504393491668, 144.97754764617855"
2025-08-08T19:05:39+10:00,2025-08-08T18:32:25+10:00,7348,Unoccupied,21531,"-37.835070725093786, 144.97775262386838"
2025-08-08T19:05:39+10:00,2025-08-08T18:46:54+10:00,7348,Unoccupied,21536,"-37.83512361002232, 144.97815746257618"
2025-08-08T19:05:39+10:00,2025-08-08T17:14:44+10:00,7595,Unoccupied,54130,"-37.816401326157404, 144.96134293377554"
2025-08-08T19:05:39+10:00,2023-12-12T23:15:02+11:00,,Unoccupied,6763,"-37.813150856274035, 144.96255197840384"
2025-08-08T19:05:39+10:00,2025-08-08T15:32:04+10:00,7708,Unoccupied,21964,"-37.80125503311761, 144.95529885196453"
2025-08-08T19:05:39+10:00,2025-08-08T19:03:58+10:00,7605,Unoccupied,54427,"-37.81377844110391, 144.9601382741797"
2025-08-08T19:05:39+10:00,2024-05-18T23:18:47+10:00,7605,Unoccupied,54441,"-37.813379476509326, 144.9599541841302"
2025-08-08T19:05:39+10:00,2025-06-17T22:05:42+10:00,7183,Unoccupied,18558,"-37.819984138073124, 144.95129771110098"
2025-08-08T19:05:39+10:00,2025-06-17T22:48:37+10:00,7183,Unoccupied,18555,"-37.81992866300896, 144.95148933280126"
2025-08-08T19:05:39+10:00,2024-12-24T22:30:05+11:00,7163,Unoccupied,18576,"-37.819380266187366, 144.94863278873714"
2025-08-08T19:05:39+10:00,2024-03-17T20:46:27+11:00,7163,Unoccupied,18220,"-37.81883994533063, 144.94861198065314"
2025-08-08T19:05:39+10:00,2025-08-08T19:01:19+10:00,7558,Unoccupied,65197,"-37.81077384126779, 144.96775627359773"
2025-08-08T19:05:39+10:00,2025-08-08T15:22:26+10:00,7558,Unoccupied,65198,"-37.810792976254675, 144.96769134576766"
2025-08-08T19:05:39+10:00,2025-08-08T16:03:48+10:00,7186,Unoccupied,18631,"-37.82112630304781, 144.94372360496828"
2025-08-08T19:05:39+10:00,2025-08-08T14:19:14+10:00,7186,Unoccupied,18635,"-37.82118881888181, 144.94398454954523"
2025-08-08T19:05:39+10:00,2025-08-08T15:47:00+10:00,7186,Unoccupied,15097,"-37.821353550626135, 144.9439315523408"
2025-08-08T19:05:39+10:00,2025-05-12T15:09:38+10:00,7197,Unoccupied,20904,"-37.819748601841326, 144.94533978016804"
2025-08-08T19:05:39+10:00,2025-08-08T18:15:09+10:00,7197,Unoccupied,20911,"-37.820375347961914, 144.94550297445886"
2025-08-08T19:05:39+10:00,2025-08-08T18:17:20+10:00,7197,Unoccupied,20912,"-37.82044371041454, 144.94552089254"
2025-08-08T19:05:39+10:00,2024-12-13T22:50:33+11:00,7202,Unoccupied,20588,"-37.82015466628, 144.9472802015655"
2025-08-08T19:05:39+10:00,2024-12-13T19:15:25+11:00,7202,Unoccupied,20590,"-37.820000362979314, 144.9472151454358"
2025-08-08T19:05:39+10:00,2024-12-16T11:19:02+11:00,7202,Unoccupied,20594,"-37.81969427324976, 144.94707993885555"
2025-08-08T19:05:39+10:00,2024-12-25T01:05:45+11:00,7202,Unoccupied,21484,"-37.82020659171873, 144.9471070440767"
2025-08-08T19:05:39+10:00,2024-12-22T18:27:01+11:00,7202,Unoccupied,21486,"-37.82005184338577, 144.9470437741028"
2025-08-08T19:05:39+10:00,2025-06-17T21:27:29+10:00,7229,Unoccupied,18611,"-37.82136374841589, 144.9511060088177"
2025-08-08T19:05:39+10:00,2025-06-17T22:01:08+10:00,7230,Unoccupied,18605,"-37.82091263023649, 144.95075208554005"
2025-08-08T19:05:39+10:00,2025-06-17T21:27:51+10:00,7159,Unoccupied,18532,"-37.81954176999457, 144.95047574179642"
2025-08-08T19:05:39+10:00,2025-08-08T19:00:49+10:00,7486,Unoccupied,56922,"-37.81711484049472, 144.9559376963074"
2025-08-08T19:05:39+10:00,2025-08-08T15:53:06+10:00,7486,Unoccupied,56920,"-37.817217334803146, 144.9559842619019"
2025-08-08T19:05:39+10:00,2025-08-08T19:02:13+10:00,7485,Unoccupied,56925,"-37.81694986976067, 144.9558616915677"
2025-08-08T19:05:39+10:00,2025-08-08T17:54:43+10:00,,Unoccupied,61531,"-37.81881556568095, 144.95928245388615"
2025-08-08T19:05:39+10:00,2025-08-08T19:04:49+10:00,,Unoccupied,61535,"-37.81889225575706, 144.9590179046922"
2025-08-08T19:05:39+10:00,2025-08-08T18:55:18+10:00,,Unoccupied,61521,"-37.819095433550245, 144.95797035198845"
2025-08-08T19:05:39+10:00,2025-06-17T23:03:54+10:00,7228,Unoccupied,18569,"-37.81975611201209, 144.9498402587675"
2025-08-08T19:05:39+10:00,2025-08-08T07:11:04+10:00,7222,Unoccupied,20625,"-37.82050623465054, 144.94290861086614"
2025-08-08T19:05:39+10:00,2025-08-08T18:57:46+10:00,7519,Unoccupied,64738,"-37.81429416557771, 144.95927261553263"
2025-08-08T19:05:39+10:00,2025-08-08T12:08:14+10:00,7208,Unoccupied,20608,"-37.821109160196784, 144.9453518461956"
2025-08-08T19:05:39+10:00,2025-08-08T16:26:50+10:00,7208,Unoccupied,20609,"-37.82105050953709, 144.9453364240078"
2025-08-08T19:05:39+10:00,2025-08-08T17:07:53+10:00,7208,Unoccupied,20610,"-37.8209933776988, 144.94532288408283"
2025-08-08T19:05:39+10:00,2023-10-16T15:29:33+11:00,7213,Unoccupied,18526,"-37.8209802619662, 144.94431080784483"
2025-08-08T19:05:39+10:00,2024-08-08T19:36:18+10:00,7167,Unoccupied,17481,"-37.820369910975984, 144.9416538788944"
2025-08-08T19:05:39+10:00,2025-08-08T10:53:18+10:00,7167,Unoccupied,17498,"-37.82016441419583, 144.9423597136809"
2025-08-08T19:05:39+10:00,2025-08-08T14:20:48+10:00,7214,Unoccupied,20624,"-37.81986006122925, 144.94592410249493"
2025-08-08T19:05:39+10:00,2025-08-08T17:13:55+10:00,7214,Unoccupied,20924,"-37.82038876842533, 144.94606127507134"
